"FirstName","LastName","Email","Phone","City","Country","Company","Revenue","SignupDate","Status","Segment","Notes"
"First4216","Last4216","user4216@example.com","9000004216","Hyderabad","Singapore","Company1054","409952","2023-03-28","Inactive","Mid-Market","Clean row 4216"
"First4217","Last4217","user4217@example.com","9000004217","Chennai","UAE","Company1055","410049","2023-03-29","Pending","Enterprise","Clean row 4217"
"","Last4218","user4218@example.com","","Pune","India","Company1055","410146","2023-03-30","Active","SMB","Clean row 4218"
"First4219","Last4219","user4219@example.com","9000004219","Bangalore","USA","Company1055","410243","2023-03-31","Inactive","Mid-Market","Clean row 4219"
"First4220","Last4220","user4220@example.com","9000004220","Delhi","UK","Company1055","410340","2023-04-01","Pending","Enterprise","Clean row 4220"
"First4221","Last4221","user4221@example.com","9000004221","Mumbai","Germany","Company1056","410437","2023-04-02","Active","SMB","Clean row 4221"
"First4222","Last4222","user4222@example.com","9000004222","Hyderabad","Singapore","Company1056","410534","2023-04-03","Inactive","Mid-Market","Clean row 4222"
"First4223","Last4223","user4223@example.com","9000004223","Chennai","UAE","Company1056","410631","2023-04-04","Pending","Enterprise","Clean row 4223"
"First4224","","user4224@example.com","9000004224","Pune","India","Company1056","410728","2023-04-05","Active","SMB","Clean row 4224"
"First4225","Last4225","user4224@example.com","9000004225","Bangalore","USA","Company1057","410825","2023-04-06","Inactive","Mid-Market","Clean row 4225"
"First4226","Last4226","user4226@example.com","9000004226","Delhi","UK","Company1057","410922","2023-04-07","Pending","Enterprise","Clean row 4226"
"First4227","Last4227","user4227@example.com","9000004227","Mumbai","Germany","Company1057","411019","2023-04-08","Active","SMB","Clean row 4227"
"First4228","Last4228","user4228@example.com","9000004228","Hyderabad","Singapore","Company1057","411116","2023-04-09","Inactive","Mid-Market","Clean row 4228"
"First4229","Last4229","user4229@example.com","9000004229","Chennai","UAE","Company1058","411213","2023-04-10","Pending","Enterprise","Clean row 4229"
"First4230","Last4230","user4230@example.com","9000004230","Pune","India","Company1058","411310","2023-04-11","Active","SMB","Clean row 4230"
"First4231","Last4231","user4231@example.com","9000004231","Bangalore","USA","Company1058","411407","2023-04-12","Inactive","Mid-Market","Clean row 4231"
"First4232","Last4232","user4232@example.com","9000004232","Delhi","UK","Company1058","411504","2023-04-13","Pending","Enterprise","Clean row 4232"
"First4233","Last4233","user4233@example.com","9000004233","Mumbai","Germany","Company1059","411601","2023-04-14","Active","SMB","Clean row 4233"
"First4234","Last4234","user4234@example.com","phone-4234","Hyderabad","Singapore","Company1059","411698","2023-04-15","Inactive","Mid-Market","Clean row 4234"
"First4235","Last4235","user4235@example.com","9000004235","Chennai","UAE","Company1059","411795","2023-04-16","Pending","Enterprise","Clean row 4235"
"First4236","Last4236","user4236@example.com","9000004236","Pune","India","Company1059","411892","2023-04-17","Active","SMB","Clean row 4236"
"First4237","Last4237","user4237@example.com","9000004237","Bangalore","USA","Company1060","411989","2023-04-18","Inactive","Mid-Market","Clean row 4237"
"First4238","Last4238","user4238@example.com","9000004238","Delhi","UK","Company1060","412086","2023-04-19","Pending","Enterprise","Clean row 4238"
"First4239","Last4239","user4239@example.com","9000004239","Mumbai","Germany","Company1060","412183","2023-04-20","Active","SMB","Clean row 4239"
"First4240","Last4240","","9000004240","Hyderabad","Singapore","Company1060","412280","2023-04-21","Inactive","Mid-Market","Clean row 4240"
"First4241","Last4241","user4241@example.com","9000004241","Chennai","UAE","Company1061","412377","2023-04-22","Pending","Enterprise","Clean row 4241"
"First4242","Last4242","user4242@example.com","9000004242","Pune","India","Company1061","412474","2023-04-23","Active","SMB","Clean row 4242"
"First4243","Last4243","user4243@example.com","9000004243","Bangalore","USA","Company1061","412571","2023-04-24","Inactive","Mid-Market","Clean row 4243"
"First4244","Last4244","user4244@example.com","9000004244","Delhi","UK","Company1061","412668","2023-04-25","Pending","Enterprise","Clean row 4244"
"First4245","Last4245","user4245@example.com","9000004245","Mumbai","Germany","Company1062","412765","2023-04-26","Active","SMB","Clean row 4245"
"First4246","Last4246","user4246@example.com","9000004246","Hyderabad","Singapore","Company1062","412862","2023-04-27","Inactive","Mid-Market","Clean row 4246"
"First4247","Last4247","user4247@example.com","9000004247","Chennai","UAE","Company1062","412959","2023-04-28","Pending","Enterprise","Clean row 4247"
"First4248","Last4248","user4248@example.com","9000004248","Pune","India","Company1062","413056","2023-04-29","Active","SMB","Clean row 4248"
"First4249","Last4249","user4249@example.com","9000004249","Bangalore","USA","Company1063","413153","2023-04-30","Inactive","Mid-Market","Clean row 4249"
"First4250","Last4250","bad-email-4250","9000004250","Delhi","UK","Company1063","413250","2023-05-01","Pending","Enterprise","Clean row 4250"
"First4251","Last4251","user4251@example.com","9000004251","Mumbai","Germany","Company1063","413347","2023-05-02","Active","SMB","Clean row 4251"
"First4252","Last4252","user4252@example.com","9000004252","Hyderabad","Singapore","Company1063","413444","2023-05-03","Inactive","Mid-Market","Clean row 4252"
"First4253","Last4253","user4253@example.com","9000004253","Chennai","UAE","Company1064","413541","2023-05-04","Pending","Enterprise","Clean row 4253"
"First4254","Last4254","user4254@example.com","9000004254","Pune","India","Company1064","413638","2023-05-05","Active","SMB","Clean row 4254"
"First4255","Last4255","user4255@example.com","9000004255","Bangalore","USA","Company1064","413735","2023-05-06","Inactive","Mid-Market","Clean row 4255"
"First4256","Last4256","user4256@example.com","","Delhi","UK","Company1064","413832","2023-05-07","Pending","Enterprise","Clean row 4256"
"First4257","Last4257","user4257@example.com","9000004257","Mumbai","Germany","Company1065","413929","2023-05-08","Active","SMB","Needs follow up"
"First4258","Last4258","user4258@example.com","9000004258","Hyderabad","Singapore","Company1065","414026","2023-05-09","Inactive","Mid-Market","Clean row 4258"
"First4259","Last4259","user4259@example.com","9000004259","Chennai","UAE","Company1065","414123","2023-05-10","Pending","Enterprise","Clean row 4259"
"First4260","Last4260","user4260@example.com","9000004260","Pune","India","Company1065","414220","2023-05-11","Active","SMB","Clean row 4260"
"First4261","Last4261","user4261@example.com","9000004261","Bangalore","USA","Company1066","414317","2023-05-12","Inactive","Mid-Market","Clean row 4261"
"First4262","Last4262","user4262@example.com","9000004262","Delhi","UK","Company1066","414414","2023-05-13","Pending","Enterprise","Clean row 4262"
"First4263","Last4263","user4263@example.com","9000004263","Mumbai","Germany","Company1066","414511","2023-05-14","Active","SMB","Clean row 4263"
"First4264","Last4264","user4264@example.com","9000004264","Hyderabad","Singapore","Company1066","414608","2023-05-15","","Mid-Market","Clean row 4264"
"First4265","Last4265","user4265@example.com","9000004265","Chennai","UAE","Company1067","414705","2023-05-16","Pending","Enterprise","Clean row 4265"
"First4266","Last4266","user4266@example.com","9000004266","Pune","India","Company1067","414802","2023-05-17","Active","SMB",""
"First4267","Last4267","user4267@example.com","9000004267","Bangalore","USA","Company1067","414899","2023-05-18","Inactive","Mid-Market","Clean row 4267"
"First4268","Last4268","user4268@example.com","9000004268","Delhi","UK","Company1067","414996","2023-05-19","Pending","Enterprise","Clean row 4268"
"First4269","Last4269","user4269@example.com","9000004269","Mumbai","Germany","Company1068","415093","2023-05-20","Active","SMB","Clean row 4269"
"First4270","Last4270","user4270@example.com","9000004270","Hyderabad","Singapore","Company1068","415190","2023-05-21","Inactive","Mid-Market","Clean row 4270"
"First4271","Last4271","user4271@example.com","9000004271","Chennai","UAE","Company1068","415287","2023-05-22","Pending","Enterprise","Clean row 4271"
"First4272","Last4272","user4272@example.com","9000004272","Pune","India","Company1068","415384","2023-05-23","Active","SMB","Clean row 4272"
"First4273","Last4273","user4273@example.com","9000004273","Bangalore","USA","Company1069","415481","2023-05-24","Inactive","Mid-Market","Clean row 4273"
"First4274","Last4274","user4274@example.com","9000004274","Delhi","UK","Company1069","415578","2023-05-25","Pending","Enterprise","Clean row 4274"
"","Last4275","bad-email-4275","9000004275","Mumbai","Germany","Company1069","415675","2023-05-26","Active","SMB","Clean row 4275"
"First4276","Last4276","user4276@example.com","9000004276","Hyderabad","Singapore","Company1069","415772","2023-05-27","Inactive","Mid-Market","Clean row 4276"
"First4277","Last4277","user4277@example.com","9000004277","Chennai","UAE","Company1069","415869","2023-05-28","Pending","Enterprise","Clean row 4277"
"First4278","Last4278","user4278@example.com","9000004278","Pune","India","Company1070","415966","2023-05-29","Active","SMB","Clean row 4278"
"First4279","Last4279","user4279@example.com","9000004279","Bangalore","USA","Company1070","416063","2023-05-30","Inactive","Mid-Market","Clean row 4279"
"First4280","Last4280","","9000004280","Delhi","UK","Company1070","416160","2023-05-31","Pending","Enterprise","Clean row 4280"
"First4281","Last4281","user4281@example.com","9000004281","Mumbai","Germany","Company1071","416257","2023-06-01","Active","SMB","Clean row 4281"
"First4282","Last4282","user4282@example.com","9000004282","Hyderabad","Singapore","Company1071","416354","2023-06-02","Inactive","Mid-Market","Clean row 4282"
"First4283","Last4283","user4283@example.com","9000004283","Chennai","UAE","Company1071","416451","2023-06-03","Pending","Enterprise","Clean row 4283"
"First4284","Last4284","user4284@example.com","9000004284","Pune","India","Company1071","416548","2023-06-04","Active","SMB","Clean row 4284"
"First4285","Last4285","user4285@example.com","9000004285","Bangalore","USA","Company1072","416645","2023-06-05","Inactive","Mid-Market","Clean row 4285"
"First4286","Last4286","user4286@example.com","9000004286","Delhi","UK","Company1072","416742","2023-06-06","Pending","Enterprise","Clean row 4286"
"First4287","Last4287","user4287@example.com","9000004287","Mumbai","Germany","Company1072","416839","2023-06-07","Active","SMB","Clean row 4287"
"First4288","Last4288","user4288@example.com","9000004288","Hyderabad","Singapore","Company1072","416936","2023-06-08","Inactive","Mid-Market","Clean row 4288"
"First4289","Last4289","user4289@example.com","9000004289","Chennai","UAE","Company1073","417033","2023-06-09","Pending","Enterprise","Clean row 4289"
"First4290","Last4290","user4289@example.com","9000004290","Pune","India","Company1073","","2023-06-10","Active","SMB","Clean row 4290"
"First4291","Last4291","user4291@example.com","9000004291","Bangalore","USA","Company1073","417227","2023-06-11","Inactive","Mid-Market","Clean row 4291"
"First4292","Last4292","user4292@example.com","9000004292","Delhi","UK","Company1073","417324","2023-06-12","Pending","Enterprise","Clean row 4292"
"First4293","Last4293","user4293@example.com","9000004293","Mumbai","Germany","Company1074","417421","2023-06-13","Active","SMB","Clean row 4293"
"First4294","Last4294","user4294@example.com","","Hyderabad","Singapore","Company1074","417518","2023-06-14","Inactive","Mid-Market","Clean row 4294"
"First4295","Last4295","user4295@example.com","9000004295","Chennai","UAE","Company1074","417615","2023-06-15","Pending","Enterprise","Clean row 4295"
"First4296","Last4296","user4296@example.com","9000004296","Pune","India","Company1074","417712","2023-06-16","Active","SMB","Clean row 4296"
"First4297","Last4297","user4297@example.com","9000004297","Bangalore","USA","Company1075","417809","2023-06-17","Inactive","Mid-Market","Clean row 4297"
"First4298","Last4298","user4298@example.com","9000004298","Delhi","UK","Company1075","417906","2023-06-18","Pending","Enterprise","Clean row 4298"
"First4299","Last4299","user4299@example.com","9000004299","Mumbai","Germany","Company1075","418003","2023-06-19","Active","SMB","Clean row 4299"
"First4300","Last4300","bad-email-4300","9000004300","Hyderabad","Singapore","Company1075","418100","2023-06-20","Inactive","Mid-Market","Needs follow up"
"First4301","Last4301","user4301@example.com","9000004301","Chennai","UAE","Company1076","418197","2023-06-21","Pending","Enterprise","Clean row 4301"
"First4302","Last4302","user4302@example.com","9000004302","Pune","India","Company1076","418294","2023-06-22","Active","SMB","Clean row 4302"
"First4303","Last4303","user4303@example.com","9000004303","Bangalore","USA","Company1076","418391","2023-06-23","Inactive","Mid-Market","Clean row 4303"
"First4304","Last4304","user4304@example.com","9000004304","Delhi","UK","Company1076","418488","2023-06-24","Pending","Enterprise","Clean row 4304"
"First4305","Last4305","user4305@example.com","9000004305","Mumbai","Germany","Company1077","418585","2023-06-25","Active","SMB","Clean row 4305"
"First4306","Last4306","user4306@example.com","9000004306","Hyderabad","Singapore","Company1077","418682","2023-06-26","Inactive","Mid-Market","Clean row 4306"
"First4307","Last4307","user4307@example.com","phone-4307","Chennai","UAE","Company1077","418779","2023-06-27","Pending","Enterprise","Clean row 4307"
"First4308","Last4308","user4308@example.com","9000004308","Pune","India","Company1077","418876","2023-06-28","Active","SMB","Clean row 4308"
"First4309","Last4309","user4309@example.com","9000004309","Bangalore","USA","Company1078","418973","2023-06-29","Inactive","Mid-Market","Clean row 4309"
"First4310","Last4310","user4310@example.com","9000004310","Delhi","UK","Company1078","419070","2023-06-30","Pending","Enterprise","Clean row 4310"
"First4311","Last4311","user4311@example.com","9000004311","Mumbai","Germany","Company1078","419167","2023-07-01","Active","SMB","Clean row 4311"
"First4312","","user4312@example.com","9000004312","Hyderabad","Singapore","Company1078","419264","2023-07-02","Inactive","Mid-Market","Clean row 4312"
"First4313","Last4313","user4313@example.com","9000004313","Chennai","UAE","Company1079","419361","2023-07-03","Pending","Enterprise","Clean row 4313"
"First4314","Last4314","user4314@example.com","9000004314","Pune","India","Company1079","419458","2023-07-04","Active","SMB","Clean row 4314"
"First4315","Last4315","user4315@example.com","9000004315","Bangalore","USA","Company1079","419555","2023-07-05","Inactive","Mid-Market","Clean row 4315"
"First4316","Last4316","user4316@example.com","9000004316","Delhi","UK","Company1079","419652","2023-07-06","","Enterprise","Clean row 4316"
"First4317","Last4317","user4317@example.com","9000004317","Mumbai","Germany","Company1080","419749","2023-07-07","Active","SMB","Clean row 4317"
"First4318","Last4318","user4318@example.com","9000004318","Hyderabad","Singapore","Company1080","419846","2023-07-08","Inactive","Mid-Market","Clean row 4318"
"First4319","Last4319","user4319@example.com","9000004319","Chennai","UAE","Company1080","419943","2023-07-09","Pending","Enterprise","Clean row 4319"
"First4320","Last4320","","9000004320","Pune","India","Company1080","420040","2023-07-10","Active","SMB","Clean row 4320"
"First4321","Last4321","user4321@example.com","9000004321","Bangalore","USA","Company1081","420137","2023-07-11","Inactive","Mid-Market","Clean row 4321"
"First4322","Last4322","user4322@example.com","9000004322","Delhi","UK","Company1081","420234","2023-07-12","Pending","Enterprise","Clean row 4322"
"First4323","Last4323","user4323@example.com","9000004323","Mumbai","Germany","Company1081","420331","2023-07-13","Active","SMB","Clean row 4323"
"First4324","Last4324","user4324@example.com","9000004324","Hyderabad","Singapore","Company1081","420428","2023-07-14","Inactive","Mid-Market","Clean row 4324"
"First4325","Last4325","bad-email-4325","9000004325","Chennai","UAE","Company1082","420525","2023-07-15","Pending","Enterprise","Clean row 4325"
"First4326","Last4326","user4326@example.com","9000004326","Pune","India","Company1082","420622","2023-07-16","Active","SMB","Clean row 4326"
"First4327","Last4327","user4327@example.com","9000004327","Bangalore","USA","Company1082","420719","2023-07-17","Inactive","Mid-Market","Clean row 4327"
"First4328","Last4328","user4328@example.com","9000004328","Delhi","UK","Company1082","420816","2023-07-18","Pending","Enterprise","Clean row 4328"
"First4329","Last4329","user4329@example.com","9000004329","Mumbai","Germany","Company1083","420913","2023-07-19","Active","SMB","Clean row 4329"
"First4330","Last4330","user4330@example.com","9000004330","Hyderabad","Singapore","Company1083","421010","2023-07-20","Inactive","Mid-Market","Clean row 4330"
"First4331","Last4331","user4331@example.com","9000004331","Chennai","UAE","Company1083","421107","2023-07-21","Pending","Enterprise","Clean row 4331"
"","Last4332","user4332@example.com","","Pune","India","Company1083","421204","2023-07-22","Active","SMB","Clean row 4332"
"First4333","Last4333","user4333@example.com","9000004333","Bangalore","USA","Company1084","421301","2023-07-23","Inactive","Mid-Market","Clean row 4333"
"First4334","Last4334","user4334@example.com","9000004334","Delhi","UK","Company1084","421398","2023-07-24","Pending","Enterprise","Clean row 4334"
"First4335","Last4335","user4335@example.com","9000004335","Mumbai","Germany","Company1084","421495","2023-07-25","Active","SMB","Clean row 4335"
"First4336","Last4336","user4336@example.com","9000004336","Hyderabad","Singapore","Company1084","421592","2023-07-26","Inactive","Mid-Market","Clean row 4336"
"First4337","Last4337","user4337@example.com","9000004337","Chennai","UAE","Company1085","421689","2023-07-27","Pending","Enterprise","Clean row 4337"
"First4338","Last4338","user4338@example.com","9000004338","Pune","India","Company1085","421786","2023-07-28","Active","SMB","Clean row 4338"
"First4339","Last4339","user4339@example.com","9000004339","Bangalore","USA","Company1085","421883","2023-07-29","Inactive","Mid-Market","Clean row 4339"
"First4340","Last4340","user4340@example.com","9000004340","Delhi","UK","Company1085","421980","2023-07-30","Pending","Enterprise","Clean row 4340"
"First4341","Last4341","user4341@example.com","9000004341","Mumbai","Germany","Company1086","422077","2023-07-31","Active","SMB","Clean row 4341"
"First4342","Last4342","user4342@example.com","9000004342","Hyderabad","Singapore","Company1086","422174","2023-08-01","Inactive","Mid-Market","Clean row 4342"
"First4343","Last4343","user4343@example.com","9000004343","Chennai","UAE","Company1086","422271","2023-08-02","Pending","Enterprise","Needs follow up"
"First4344","Last4344","user4344@example.com","9000004344","Pune","India","Company1086","422368","2023-08-03","Active","SMB","Clean row 4344"
"First4345","Last4345","user4345@example.com","9000004345","Bangalore","USA","Company1087","422465","2023-08-04","Inactive","Mid-Market",""
"First4346","Last4346","user4346@example.com","9000004346","Delhi","UK","Company1087","422562","2023-08-05","Pending","Enterprise","Clean row 4346"
"First4347","Last4347","user4347@example.com","9000004347","Mumbai","Germany","Company1087","422659","2023-08-06","Active","SMB","Clean row 4347"
"First4348","Last4348","user4348@example.com","9000004348","Hyderabad","Singapore","Company1087","422756","2023-08-07","Inactive","Mid-Market","Clean row 4348"
"First4349","Last4349","user4349@example.com","9000004349","Chennai","UAE","Company1088","422853","2023-08-08","Pending","Enterprise","Clean row 4349"
"First4350","Last4350","bad-email-4350","9000004350","Pune","India","Company1088","422950","2023-08-09","Active","SMB","Clean row 4350"
"First4351","Last4351","user4351@example.com","9000004351","Bangalore","USA","Company1088","423047","2023-08-10","Inactive","Mid-Market","Clean row 4351"
"First4352","Last4352","user4352@example.com","9000004352","Delhi","UK","Company1088","423144","2023-08-11","Pending","Enterprise","Clean row 4352"
"First4353","Last4353","user4353@example.com","9000004353","Mumbai","Germany","Company1089","423241","2023-08-12","Active","SMB","Clean row 4353"
"First4354","Last4354","user4354@example.com","9000004354","Hyderabad","Singapore","Company1089","423338","2023-08-13","Inactive","Mid-Market","Clean row 4354"
"First4355","Last4355","user4354@example.com","9000004355","Chennai","UAE","Company1089","423435","2023-08-14","Pending","Enterprise","Clean row 4355"
"First4356","Last4356","user4356@example.com","9000004356","Pune","India","Company1089","423532","2023-08-15","Active","SMB","Clean row 4356"
"First4357","Last4357","user4357@example.com","9000004357","Bangalore","USA","Company1090","423629","2023-08-16","Inactive","Mid-Market","Clean row 4357"
"First4358","Last4358","user4358@example.com","9000004358","Delhi","UK","Company1090","423726","2023-08-17","Pending","Enterprise","Clean row 4358"
"First4359","Last4359","user4359@example.com","9000004359","Mumbai","Germany","Company1090","423823","2023-08-18","Active","SMB","Clean row 4359"
"First4360","Last4360","","9000004360","Hyderabad","Singapore","Company1090","423920","2023-08-19","Inactive","Mid-Market","Clean row 4360"
"First4361","Last4361","user4361@example.com","9000004361","Chennai","UAE","Company1091","424017","2023-08-20","Pending","Enterprise","Clean row 4361"
"First4362","Last4362","user4362@example.com","9000004362","Pune","India","Company1091","424114","2023-08-21","Active","SMB","Clean row 4362"
"First4363","Last4363","user4363@example.com","9000004363","Bangalore","USA","Company1091","424211","2023-08-22","Inactive","Mid-Market","Clean row 4363"
"First4364","Last4364","user4364@example.com","9000004364","Delhi","UK","Company1091","424308","2023-08-23","Pending","Enterprise","Clean row 4364"
"First4365","Last4365","user4365@example.com","9000004365","Mumbai","Germany","Company1092","424405","2023-08-24","Active","SMB","Clean row 4365"
"First4366","Last4366","user4366@example.com","9000004366","Hyderabad","Singapore","Company1092","424502","2023-08-25","Inactive","Mid-Market","Clean row 4366"
"First4367","Last4367","user4367@example.com","9000004367","Chennai","UAE","Company1092","424599","2023-08-26","Pending","Enterprise","Clean row 4367"
"First4368","Last4368","user4368@example.com","9000004368","Pune","India","Company1091","424696","2023-08-27","","SMB","Clean row 4368"
"First4369","Last4369","user4369@example.com","9000004369","Bangalore","USA","Company1093","424793","2023-08-28","Inactive","Mid-Market","Clean row 4369"
"First4370","Last4370","user4370@example.com","","Delhi","UK","Company1093","424890","2023-08-29","Pending","Enterprise","Clean row 4370"
"First4371","Last4371","user4371@example.com","9000004371","Mumbai","Germany","Company1093","424987","2023-08-30","Active","SMB","Clean row 4371"
"First4372","Last4372","user4372@example.com","9000004372","Hyderabad","Singapore","Company1093","425084","2023-08-31","Inactive","Mid-Market","Clean row 4372"
"First4373","Last4373","user4373@example.com","9000004373","Chennai","UAE","Company1094","425181","2023-09-01","Pending","Enterprise","Clean row 4373"
"First4374","Last4374","user4374@example.com","9000004374","Pune","India","Company1094","425278","2023-09-02","Active","SMB","Clean row 4374"
"First4375","Last4375","bad-email-4375","9000004375","Bangalore","USA","Company1094","425375","2023-09-03","Inactive","Mid-Market","Clean row 4375"
"First4376","Last4376","user4376@example.com","9000004376","Delhi","UK","Company1094","425472","2023-09-04","Pending","Enterprise","Clean row 4376"
"First4377","Last4377","user4377@example.com","9000004377","Mumbai","Germany","Company1095","425569","2023-09-05","Active","SMB","Clean row 4377"
"First4378","Last4378","user4378@example.com","9000004378","Hyderabad","Singapore","Company1095","425666","2023-09-06","Inactive","Mid-Market","Clean row 4378"
"First4379","Last4379","user4379@example.com","9000004379","Chennai","UAE","Company1095","425763","2023-09-07","Pending","Enterprise","Clean row 4379"
"First4380","Last4380","user4380@example.com","phone-4380","Pune","India","Company1095","425860","2023-09-08","Active","SMB","Clean row 4380"
"First4381","Last4381","user4381@example.com","9000004381","Bangalore","USA","Company1096","425957","2023-09-09","Inactive","Mid-Market","Clean row 4381"
"First4382","Last4382","user4382@example.com","9000004382","Delhi","UK","Company1096","426054","2023-09-10","Pending","Enterprise","Clean row 4382"
"First4383","Last4383","user4383@example.com","9000004383","Mumbai","Germany","Company1096","426151","2023-09-11","Active","SMB","Clean row 4383"
"First4384","Last4384","user4384@example.com","9000004384","Hyderabad","Singapore","Company1096","426248","2023-09-12","Inactive","Mid-Market","Clean row 4384"
"First4385","Last4385","user4385@example.com","9000004385","Chennai","UAE","Company1097","426345","2023-09-13","Pending","Enterprise","Clean row 4385"
"First4386","Last4386","user4386@example.com","9000004386","Pune","India","Company1097","426442","2023-09-14","Active","SMB","Needs follow up"
"First4387","Last4387","user4387@example.com","9000004387","Bangalore","USA","Company1097","426539","2023-09-15","Inactive","Mid-Market","Clean row 4387"
"First4388","Last4388","user4388@example.com","9000004388","Delhi","UK","Company1097","426636","2023-09-16","Pending","Enterprise","Clean row 4388"
"","Last4389","user4389@example.com","9000004389","Mumbai","Germany","Company1098","426733","2023-09-17","Active","SMB","Clean row 4389"
"First4390","Last4390","user4390@example.com","9000004390","Hyderabad","Singapore","Company1098","426830","2023-09-18","Inactive","Mid-Market","Clean row 4390"
"First4391","Last4391","user4391@example.com","9000004391","Chennai","UAE","Company1098","426927","2023-09-19","Pending","Enterprise","Clean row 4391"
"First4392","Last4392","user4392@example.com","9000004392","Pune","India","Company1098","427024","2023-09-20","Active","SMB","Clean row 4392"
"First4393","Last4393","user4393@example.com","9000004393","Bangalore","USA","Company1099","427121","2023-09-21","Inactive","Mid-Market","Clean row 4393"
"First4394","Last4394","user4394@example.com","9000004394","Delhi","UK","Company1099","427218","2023-09-22","Pending","Enterprise","Clean row 4394"
"First4395","Last4395","user4395@example.com","9000004395","Mumbai","Germany","Company1099","427315","2023-09-23","Active","SMB","Clean row 4395"
"First4396","Last4396","user4396@example.com","9000004396","Hyderabad","Singapore","Company1099","427412","2023-09-24","Inactive","Mid-Market","Clean row 4396"
"First4397","Last4397","user4397@example.com","9000004397","Chennai","UAE","Company1100","427509","2023-09-25","Pending","Enterprise","Clean row 4397"
"First4398","Last4398","user4398@example.com","9000004398","Pune","India","Company1100","427606","2023-09-26","Active","SMB","Clean row 4398"
"First4399","Last4399","user4399@example.com","9000004399","Bangalore","USA","Company1100","427703","2023-09-27","Inactive","Mid-Market","Clean row 4399"
"First4400","","","9000004400","Delhi","UK","Company1100","","2023-09-28","Pending","Enterprise","Clean row 4400"
"First4401","Last4401","user4401@example.com","9000004401","Mumbai","Germany","Company1101","427897","2023-09-29","Active","SMB","Clean row 4401"
"First4402","Last4402","user4402@example.com","9000004402","Hyderabad","Singapore","Company1101","427994","2023-09-30","Inactive","Mid-Market","Clean row 4402"
"First4403","Last4403","user4403@example.com","9000004403","Chennai","UAE","Company1101","428091","2023-10-01","Pending","Enterprise","Clean row 4403"
"First4404","Last4404","user4404@example.com","9000004404","Pune","India","Company1101","428188","2023-10-02","Active","SMB","Clean row 4404"
"First4405","Last4405","user4405@example.com","9000004405","Bangalore","USA","Company1102","428285","2023-10-03","Inactive","Mid-Market","Clean row 4405"
"First4406","Last4406","user4406@example.com","9000004406","Delhi","UK","Company1102","428382","2023-10-04","Pending","Enterprise","Clean row 4406"
"First4407","Last4407","user4407@example.com","9000004407","Mumbai","Germany","Company1102","428479","2023-10-05","Active","SMB","Clean row 4407"
"First4408","Last4408","user4408@example.com","","Hyderabad","Singapore","Company1102","428576","2023-10-06","Inactive","Mid-Market","Clean row 4408"
"First4409","Last4409","user4409@example.com","9000004409","Chennai","UAE","Company1103","428673","2023-10-07","Pending","Enterprise","Clean row 4409"
"First4410","Last4410","user4410@example.com","9000004410","Pune","India","Company1103","428770","2023-10-08","Active","SMB","Clean row 4410"
"First4411","Last4411","user4411@example.com","9000004411","Bangalore","USA","Company1103","428867","2023-10-09","Inactive","Mid-Market","Clean row 4411"
"First4412","Last4412","user4412@example.com","9000004412","Delhi","UK","Company1103","428964","2023-10-10","Pending","Enterprise","Clean row 4412"
"First4413","Last4413","user4413@example.com","9000004413","Mumbai","Germany","Company1104","429061","2023-10-11","Active","SMB","Clean row 4413"
"First4414","Last4414","user4414@example.com","9000004414","Hyderabad","Singapore","Company1104","429158","2023-10-12","Inactive","Mid-Market","Clean row 4414"
"First4415","Last4415","user4415@example.com","9000004415","Chennai","UAE","Company1104","429255","2023-10-13","Pending","Enterprise","Clean row 4415"
"First4416","Last4416","user4416@example.com","9000004416","Pune","India","Company1104","429352","2023-10-14","Active","SMB","Clean row 4416"
"First4417","Last4417","user4417@example.com","9000004417","Bangalore","USA","Company1105","429449","2023-10-15","Inactive","Mid-Market","Clean row 4417"
"First4418","Last4418","user4418@example.com","9000004418","Delhi","UK","Company1105","429546","2023-10-16","Pending","Enterprise","Clean row 4418"
"First4419","Last4419","user4419@example.com","9000004419","Mumbai","Germany","Company1105","429643","2023-10-17","Active","SMB","Clean row 4419"
"First4420","Last4420","user4419@example.com","9000004420","Hyderabad","Singapore","Company1105","429740","2023-10-18","","Mid-Market","Clean row 4420"
"First4421","Last4421","user4421@example.com","9000004421","Chennai","UAE","Company1106","429837","2023-10-19","Pending","Enterprise","Clean row 4421"
"First4422","Last4422","user4422@example.com","9000004422","Pune","India","Company1106","429934","2023-10-20","Active","SMB","Clean row 4422"
"First4423","Last4423","user4423@example.com","9000004423","Bangalore","USA","Company1106","430031","2023-10-21","Inactive","Mid-Market","Clean row 4423"
"First4424","Last4424","user4424@example.com","9000004424","Delhi","UK","Company1106","430128","2023-10-22","Pending","Enterprise",""
"First4425","Last4425","bad-email-4425","9000004425","Mumbai","Germany","Company1107","430225","2023-10-23","Active","SMB","Clean row 4425"
"First4426","Last4426","user4426@example.com","9000004426","Hyderabad","Singapore","Company1107","430322","2023-10-24","Inactive","Mid-Market","Clean row 4426"
"First4427","Last4427","user4427@example.com","9000004427","Chennai","UAE","Company1107","430419","2023-10-25","Pending","Enterprise","Clean row 4427"
"First4428","Last4428","user4428@example.com","9000004428","Pune","India","Company1107","430516","2023-10-26","Active","SMB","Clean row 4428"
"First4429","Last4429","user4429@example.com","9000004429","Bangalore","USA","Company1108","430613","2023-10-27","Inactive","Mid-Market","Needs follow up"
